,name,image_num,productID,price,inventory,sell_num,seller_ID,reputation,QA,buyer_num,payment,status,location,upload-time,buylimit,start_price,end,delivery,all_sell_num,update-time
0,Universal Battery Charger Holder Space Parts For Sony NP-F550 F570 F770 F960,6,30194289919342,$127,2,0,商品資訊來自：,None,0,0,"['Universal Battery Charger Holder Space Parts For Sony NP-F550 F570 F770 F960', '海外運送 ', 'Pi 拍錢包X支付連', 'PChomePay支付連 信用卡', 'PChomePay支付連 現金 (餘額、銀行支付)', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,"物品所在地： CN,Shenzhen",上架時間： 2019-11-20 14:07:30,0,$127元,可能會提前結束販售,"['海外運送', 'Pi 拍錢包X支付連', '最高P幣 4.5% 回饋(說明)PChomePay支付連 信用卡PChomePay支付連 現金 (餘額、銀行支付)', '海外配送-Economy International Shipping約\xa0NT$', '0', '(USD\xa00)']",None,0
1,USB三合一編織充電線 一拖三USB轉IPhone蘋果 安卓 TYPE-C接口 全銅充電快 柔軟結實充電線 長1.2米,7,21947882040869,$49,15,0,melen0727,32,0,0,"['USB三合一編織充電線 一拖三USB轉IPhone蘋果 安卓 TYPE-C接口 全銅充電快 柔軟結實充電線 長1.2米', 'Pi 拍錢包X支付連', 'PChomePay支付連 信用卡', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.台北市,上架時間： 2019-11-19 14:41:29,0,$49元,可能會提前結束販售,"['Pi 拍錢包X支付連', '最高P幣 2.5% 回饋(說明)PChomePay支付連 信用卡PChomePay支付連 現金 (ATM、餘額、銀行支付)', '郵寄寄送', '37', '元']",271,2019-12-11 15:59:41
2,『無名』 MFi認證！ 原廠 Type-C iPhone 11 充電線 傳輸線 原裝 PD i11 P10124,1,21947875539347,$380,99,0,wuming5195,5960,0,0,"['『無名』 MFi認證！ 原廠 Type-C iPhone 11 充電線 傳輸線 原裝 PD i11 P10124', '賣家保固 ', '支援付款快手', 'Pi 拍錢包X支付連', 'PChomePay支付連 信用卡', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', '郵局快捷貨到付款', '7-11取貨付款', '全家、OK、萊爾富取貨付款', '銀行或郵局轉帳', '貨到付款', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.新北市,上架時間： 2019-11-18 17:00:03,0,$380元,可能會提前結束販售,"['賣家保固', '支援付款快手', 'Pi 拍錢包X支付連', '最高P幣 4.5% 回饋(說明)PChomePay支付連 信用卡PChomePay支付連 現金 (ATM、餘額、銀行支付)郵局快捷貨到付款7-11取貨付款全家、OK、萊爾富取貨付款銀行或郵局轉帳貨到付款', '全家、OK、萊爾富取貨付款', '60', '元7-11取貨付款', '70', '元7-11取貨', '70', '元郵局快捷貨到付款', '120', '元宅配/快遞', '70', '元離島寄送', '70', '元貨到付款', '100', '元']",909,0
3,『無名』 MFi認證！ 原廠 USB iPhone 11 充電線 傳輸線 原裝 Pro Max i11 P10123,1,21947875514474,$220,99,0,wuming5195,5960,0,0,"['『無名』 MFi認證！ 原廠 USB iPhone 11 充電線 傳輸線 原裝 Pro Max i11 P10123', '賣家保固 ', '支援付款快手', 'Pi 拍錢包X支付連', 'PChomePay支付連 信用卡', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', '郵局快捷貨到付款', '7-11取貨付款', '全家、OK、萊爾富取貨付款', '銀行或郵局轉帳', '貨到付款', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.新北市,上架時間： 2019-11-18 16:56:49,0,$220元,可能會提前結束販售,"['賣家保固', '支援付款快手', 'Pi 拍錢包X支付連', '最高P幣 4.5% 回饋(說明)PChomePay支付連 信用卡PChomePay支付連 現金 (ATM、餘額、銀行支付)郵局快捷貨到付款7-11取貨付款全家、OK、萊爾富取貨付款銀行或郵局轉帳貨到付款', '全家、OK、萊爾富取貨付款', '60', '元7-11取貨付款', '70', '元7-11取貨', '70', '元郵局快捷貨到付款', '120', '元宅配/快遞', '70', '元離島寄送', '70', '元貨到付款', '100', '元']",909,0
4,iPhone XR X max     傳輸線 數據線 充電線 Type c,2,21947875266827,$29,99,0,hugolin000,327,0,0,"['iPhone XR X max     傳輸線 數據線 充電線 Type c', 'Pi 拍錢包X支付連', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', '7-11取貨付款', '全家、OK、萊爾富取貨付款', '貨到付款', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.台北市,上架時間： 2019-11-18 16:28:25,0,$29元,可能會提前結束販售,"['Pi 拍錢包X支付連', '最高P幣 4.5% 回饋(說明)PChomePay支付連 現金 (ATM、餘額、銀行支付)7-11取貨付款全家、OK、萊爾富取貨付款貨到付款', '全家、OK、萊爾富取貨付款', '60', '元7-11取貨付款', '60', '元7-11取貨', '60', '元宅配/快遞', '120', '元貨到付款', '120', '元']",2028,0
5,<現貨>HOCO U47智能自動斷電USB數據充電線蘋果IPHONE專用,4,21947872852432,$199,2,0,loveandy810,224,0,0,"['<現貨>HOCO U47智能自動斷電USB數據充電線蘋果IPHONE專用', '支援付款快手', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', '7-11取貨付款', '全家、OK、萊爾富取貨付款', '銀行或郵局轉帳', '郵局無摺存款', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.台南市,上架時間： 2019-11-18 10:32:13,0,$199元,可能會提前結束販售,"['支援付款快手', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)7-11取貨付款全家、OK、萊爾富取貨付款銀行或郵局轉帳郵局無摺存款', '全家、OK、萊爾富取貨付款', '60', '元7-11取貨付款', '60', '元7-11取貨', '60', '元郵寄寄送', '60', '元宅配/快遞', '120', '元離島寄送', '150', '元']",4073,0
6,熱銷現貨-iLeco Type-C (藍）/iphone （紅)手遊電競耐彎充電線1.5M,6,21947872816331,$229,3,0,loveandy810,224,0,0,"['熱銷現貨-iLeco Type-C (藍）/iphone （紅)手遊電競耐彎充電線1.5M', '支援付款快手', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', '7-11取貨付款', '全家、OK、萊爾富取貨付款', '銀行或郵局轉帳', '郵局無摺存款', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.台南市,上架時間： 2019-11-18 10:25:37,0,$229元,可能會提前結束販售,"['支援付款快手', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)7-11取貨付款全家、OK、萊爾富取貨付款銀行或郵局轉帳郵局無摺存款', '全家、OK、萊爾富取貨付款', '60', '元7-11取貨付款', '60', '元7-11取貨', '60', '元郵寄寄送', '60', '元宅配/快遞', '120', '元離島寄送', '150', '元']",4073,0
7,2X OEM Micro USB Fast Charge 5FT Charging Cable For Samsung Android Phone,1,30194273559413,$317,8,0,商品資訊來自：,None,0,0,"['2X OEM Micro USB Fast Charge 5FT Charging Cable For Samsung Android Phone', '海外運送 ', 'Pi 拍錢包X支付連', 'PChomePay支付連 信用卡', 'PChomePay支付連 現金 (餘額、銀行支付)', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,"物品所在地： US,Nottingham",上架時間： 2019-11-17 14:36:20,0,$317元,可能會提前結束販售,"['海外運送', 'Pi 拍錢包X支付連', '最高P幣 4.5% 回饋(說明)PChomePay支付連 信用卡PChomePay支付連 現金 (餘額、銀行支付)', '海外配送-PBI - International Priority Shipping約\xa0NT$', '547', '(USD\xa017.26)']",None,0
8,2in1充電器 ワイヤレス充電器 Qi対応 | iphone8 iphonex iPhoneXs galaxy qi iphone android ワイヤレス 充電器 スマートフォン ケーブル USBケーブル microusb あいふぉん アイホン iPhone11 pro iPhoneXR AppleWatch iwatch iwatch2 iwatch3,9,31193029604716,"$1,035",84,0,商品資訊來自：,None,0,0,"['2in1充電器 ワイヤレス充電器 Qi対応 | iphone8 iphonex iPhoneXs galaxy qi iphone android ワイヤレス 充電器 スマートフォン ケーブル USBケーブル microusb あいふぉん アイホン iPhone11 pro iPhoneXR AppleWatch iwatch iwatch2 iwatch3', '海外運送 ', 'Pi 拍錢包X支付連', 'PChomePay支付連 信用卡', 'PChomePay支付連 現金 (餘額、銀行支付)', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 請參考商品說明,物品所在地： JP,上架時間： 2019-11-17 13:01:22,0,"$1,035元",可能會提前結束販售,"['海外運送', 'Pi 拍錢包X支付連', '最高P幣 4.5% 回饋(說明)PChomePay支付連 信用卡PChomePay支付連 現金 (餘額、銀行支付)', '海外配送-International Express Mail Service約\xa0NT$', '417', '(JPY\xa01,456)']",None,0
9,【現貨】CYKE 全兼容 一拖三 Iphone 數據線 安卓 TYPE-C 三合一線 快充線 傳輸線 充電線 伸縮充電線,1,21946859653187,$199,99,0,kame5201314,1133,0,0,"['【現貨】CYKE 全兼容 一拖三 Iphone 數據線 安卓 TYPE-C 三合一線 快充線 傳輸線 充電線 伸縮充電線', 'Pi 拍錢包X支付連', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', '7-11取貨付款', '全家、OK、萊爾富取貨付款', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.桃園市,上架時間： 2019-11-15 15:14:15,0,$199元,可能會提前結束販售,"['Pi 拍錢包X支付連', '最高P幣 4.5% 回饋(說明)PChomePay支付連 現金 (ATM、餘額、銀行支付)7-11取貨付款全家、OK、萊爾富取貨付款', '全家、OK、萊爾富取貨付款', '60', '元7-11取貨付款', '60', '元7-11取貨', '60', '元宅配/快遞', '95', '元']",481,0
