,name,image_num,productID,price,inventory,sell_num,seller_ID,reputation,QA,buyer_num,payment,status,location,upload-time,buylimit,start_price,end,delivery,all_sell_num,update-time
0,保證 最高規 iPhone 11 X 8 7 6 充電線 傳輸線 for iPhone iPad 線 快充線 保固一年,9,21306013652122,$180,59,37126,qqn78,49922,1867,18888,"['保證 最高規 iPhone 11 X 8 7 6 充電線 傳輸線 for iPhone iPad 線 快充線 保固一年', '支援付款快手', 'Pi 拍錢包X支付連', 'PChomePay支付連 信用卡', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', '7-11取貨付款', '全家、OK、萊爾富取貨付款', '銀行或郵局轉帳', '郵局無摺存款', '貨到付款', '面交取貨付款', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.新北市,上架時間： 2013-06-01 00:54:08,0,$180元,可能會提前結束販售,"['支援付款快手', 'Pi 拍錢包X支付連', '最高P幣 4.5% 回饋(說明)PChomePay支付連 信用卡PChomePay支付連 現金 (ATM、餘額、銀行支付)7-11取貨付款全家、OK、萊爾富取貨付款銀行或郵局轉帳郵局無摺存款貨到付款面交取貨付款', '全家、OK、萊爾富取貨付款', '60', '元7-11取貨付款', '60', '元7-11取貨', '60', '元宅配/快遞', '55', '元貨到付款', '85', '元面交取貨付款']",45,2019-10-22 00:24:07
1,MCDODO QC4.0 iPhone TypeC 快充線 捲線 彈簧線 180cm 快速充電 編織線 車用充電線,9,21919391256750,$199,99,4302,xnetcr95277,31249,2,103,"['MCDODO QC4.0 iPhone TypeC 快充線 捲線 彈簧線 180cm 快速充電 編織線 車用充電線', '支援付款快手', 'Pi 拍錢包X支付連', 'PChomePay支付連 信用卡', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', '7-11取貨付款', '全家、OK、萊爾富取貨付款', '銀行或郵局轉帳', '郵局無摺存款', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.桃園市,上架時間： 2019-05-08 15:52:28,0,$199元,可能會提前結束販售,"['支援付款快手', 'Pi 拍錢包X支付連', '最高P幣 4.5% 回饋(說明)PChomePay支付連 信用卡PChomePay支付連 現金 (ATM、餘額、銀行支付)7-11取貨付款全家、OK、萊爾富取貨付款銀行或郵局轉帳郵局無摺存款', '全家、OK、萊爾富取貨付款', '60', '元7-11取貨付款', '60', '元便利帶隔日配一日到貨說明', '70', '元', '活動１日到貨！原價$70↘限量$60郵寄寄送', '39', '元宅配/快遞', '80', '元']",154,2019-07-24 20:53:07
2,【防止過充！自動斷電充電線】蘋果專用 編織不打結 iphone 充電線 快充2.4A lightning,9,21904684329839,$269 - $288,99,1604,dodo790119,126778,14,482,"['【防止過充！自動斷電充電線】蘋果專用 編織不打結 iphone 充電線 快充2.4A lightning', '支援付款快手', 'Pi 拍錢包X支付連', 'PChomePay支付連 信用卡', '', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', '7-11取貨付款', '全家、OK、萊爾富取貨付款', '銀行或郵局轉帳', '郵局無摺存款', '貨到付款', '面交取貨付款', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.新北市,上架時間： 2019-01-24 11:37:30,0,$269 - 288元,可能會提前結束販售,"['支援付款快手', 'Pi 拍錢包X支付連', '最高P幣 4.5% 回饋(說明)PChomePay支付連 信用卡3\xa0期0 利率每期', '90\xa0元\xa0更多分期PChomePay支付連 現金 (ATM、餘額、銀行支付)7-11取貨付款全家、OK、萊爾富取貨付款銀行或郵局轉帳郵局無摺存款貨到付款面交取貨付款', '全家、OK、萊爾富取貨付款', '59', '元7-11取貨付款', '59', '元便利帶隔日配一日到貨說明', '55', '元', '活動１日到貨！原價$70↘限量$607-11取貨', '59', '元宅配/快遞', '79', '元貨到付款', '119', '元面交取貨付款']",927,2019-11-07 10:17:31
3,蘋果 Apple快充【PD+QC3.0快充組】mcdodo 麥多多 30W快充頭+快充線 iPhone充電線 PD 快充,9,21707288442128,$550 - $790,54,111,mmxcdboy123,3362,16,110,"['蘋果 Apple快充【PD+QC3.0快充組】mcdodo 麥多多 30W快充頭+快充線 iPhone充電線 PD 快充', '賣家保固 ', '專櫃正品 ', '可開收據 ', '附保證書 ', '有多種尺寸 ', '支援付款快手', 'Pi 拍錢包X支付連', 'PChomePay支付連 信用卡', '', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', 'PChome國際連儲值餘額', '郵局快捷貨到付款', '7-11取貨付款', '全家、OK、萊爾富取貨付款', '宅急便「黑貓PAY貨到付款」', '銀行或郵局轉帳', '郵局無摺存款', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.台北市,上架時間： 2017-02-19 09:45:14,0,$550 - 790元,可能會提前結束販售,"['賣家保固', '專櫃正品', '可開收據', '附保證書', '有多種尺寸', '支援付款快手', 'Pi 拍錢包X支付連', '最高P幣 4.5% 回饋(說明)PChomePay支付連 信用卡3\xa0期0 利率每期', '184\xa0元\xa0更多分期PChomePay支付連 現金 (ATM、餘額、銀行支付)PChome國際連儲值餘額儲值郵局快捷貨到付款7-11取貨付款全家、OK、萊爾富取貨付款宅急便「黑貓PAY貨到付款」銀行或郵局轉帳郵局無摺存款', '全家、OK、萊爾富取貨付款', '65', '元7-11取貨付款', '65', '元7-11取貨', '65', '元宅急便「黑貓PAY貨到付款」', '100', '元郵局快捷貨到付款', '200', '元郵寄寄送', '55', '元宅配/快遞', '100', '元離島寄送', '80', '元']",294,2019-12-24 15:44:12
4,【最新】360度無死角超吸快充 磁吸充電線 蘋果/安卓/Type-c 充電線 iphone充電線 oppo APPLE,9,21807687309214,$69 - $199,99,14571,jason810046,14592,651,6117,"['【最新】360度無死角超吸快充 磁吸充電線 蘋果/安卓/Type-c 充電線 iphone充電線 oppo APPLE', '賣家保固 ', '公司貨 ', '有多種尺寸 ', 'Pi 拍錢包X支付連', 'PChomePay支付連 信用卡', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', '7-11取貨付款', '全家、OK、萊爾富取貨付款', '宅急便「黑貓PAY貨到付款」', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.桃園市,上架時間： 2018-02-16 15:20:16,近半年棄標次數 ≦ 3次,$69 - 199元,可能會提前結束販售,"['賣家保固', '公司貨', '有多種尺寸', 'Pi 拍錢包X支付連', '最高P幣 4.5% 回饋(說明)PChomePay支付連 信用卡PChomePay支付連 現金 (ATM、餘額、銀行支付)7-11取貨付款全家、OK、萊爾富取貨付款宅急便「黑貓PAY貨到付款」', '全家、OK、萊爾富取貨付款', '60', '元7-11取貨付款', '60', '元便利帶隔日配一日到貨說明', '70', '元', '活動１日到貨！原價$70↘限量$607-11取貨', '60', '元宅急便「黑貓PAY貨到付款」', '80', '元離島寄送', '150', '元']",71,2019-11-12 10:01:25
5,蘋果 套餐組 旅充組《充電器+傳輸線》保固1年 iPhone 11 X 8 7 6 iPhone充電線 Apple充電線,9,21445663189650,$210 - $370,99,169,mmxcdboy123,3362,12,131,"['蘋果 套餐組 旅充組《充電器+傳輸線》保固1年 iPhone 11 X 8 7 6 iPhone充電線 Apple充電線', '賣家保固 ', '可開收據 ', '有多種尺寸 ', '支援付款快手', 'Pi 拍錢包X支付連', 'PChomePay支付連 信用卡', '', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', 'PChome國際連儲值餘額', '郵局快捷貨到付款', '7-11取貨付款', '全家、OK、萊爾富取貨付款', '宅急便「黑貓PAY貨到付款」', '銀行或郵局轉帳', '郵局無摺存款', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.台北市,上架時間： 2014-11-06 19:15:55,0,$210 - 370元,可能會提前結束販售,"['賣家保固', '可開收據', '有多種尺寸', '支援付款快手', 'Pi 拍錢包X支付連', '最高P幣 4.5% 回饋(說明)PChomePay支付連 信用卡3\xa0期0 利率每期', '70\xa0元\xa0更多分期PChomePay支付連 現金 (ATM、餘額、銀行支付)PChome國際連儲值餘額儲值郵局快捷貨到付款7-11取貨付款全家、OK、萊爾富取貨付款宅急便「黑貓PAY貨到付款」銀行或郵局轉帳郵局無摺存款', '全家、OK、萊爾富取貨付款', '65', '元7-11取貨付款', '65', '元7-11取貨', '65', '元宅急便「黑貓PAY貨到付款」', '100', '元郵局快捷貨到付款', '200', '元郵寄寄送', '55', '元宅配/快遞', '100', '元離島寄送', '80', '元']",294,2019-12-18 22:37:53
6,☆天價屋☆ iPhone 11 X 8 7 6 5 充電線 快充線 for iPhone iPad 傳輸線 線 保固一年,9,21103186153236,$150,99,37302,qqn78,49922,2060,16838,"['☆天價屋☆ iPhone 11 X 8 7 6 5 充電線 快充線 for iPhone iPad 傳輸線 線 保固一年', '支援付款快手', 'Pi 拍錢包X支付連', 'PChomePay支付連 信用卡', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', '7-11取貨付款', '全家、OK、萊爾富取貨付款', '銀行或郵局轉帳', '郵局無摺存款', '貨到付款', '面交取貨付款', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.新北市,上架時間： 2011-03-18 22:09:40,0,$150元,可能會提前結束販售,"['支援付款快手', 'Pi 拍錢包X支付連', '最高P幣 4.5% 回饋(說明)PChomePay支付連 信用卡PChomePay支付連 現金 (ATM、餘額、銀行支付)7-11取貨付款全家、OK、萊爾富取貨付款銀行或郵局轉帳郵局無摺存款貨到付款面交取貨付款', '全家、OK、萊爾富取貨付款', '60', '元7-11取貨付款', '60', '元7-11取貨', '60', '元宅配/快遞', '55', '元貨到付款', '85', '元面交取貨付款']",45,2019-11-08 11:35:37
7,🍎 限時下殺，最高規 iPhone副廠線 充電線 傳輸 充電皆可 媲美原廠線,1,21750430576112,$50,99,2654,qqn78,49922,34,848,"['🍎 限時下殺，最高規 iPhone副廠線 充電線 傳輸 充電皆可 媲美原廠線', '支援付款快手', 'Pi 拍錢包X支付連', 'PChomePay支付連 信用卡', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', '7-11取貨付款', '全家、OK、萊爾富取貨付款', '銀行或郵局轉帳', '郵局無摺存款', '貨到付款', '面交取貨付款', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.新北市,上架時間： 2017-12-15 15:51:48,0,$50元,可能會提前結束販售,"['支援付款快手', 'Pi 拍錢包X支付連', '最高P幣 4.5% 回饋(說明)PChomePay支付連 信用卡PChomePay支付連 現金 (ATM、餘額、銀行支付)7-11取貨付款全家、OK、萊爾富取貨付款銀行或郵局轉帳郵局無摺存款貨到付款面交取貨付款', '全家、OK、萊爾富取貨付款', '60', '元7-11取貨付款', '60', '元7-11取貨', '60', '元宅配/快遞', '55', '元貨到付款', '85', '元面交取貨付款']",45,2019-07-18 17:55:12
8,保證原廠品質 iPhone 充電線 11 pro MAX XR XS 8 7 6 5 plus iPad線 Apple,8,21836602202833,$150 - $340,99,1280,bulaoshi1125,429,51,850,"['保證原廠品質 iPhone 充電線 11 pro MAX XR XS 8 7 6 5 plus iPad線 Apple', '原廠保固 ', '專櫃正品 ', 'Pi 拍錢包X支付連', 'PChomePay支付連 信用卡', '', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', '7-11取貨付款', '全家、OK、萊爾富取貨付款', '銀行或郵局轉帳', '郵局無摺存款', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.桃園市,上架時間： 2018-09-07 11:13:45,0,$150 - 340元,可能會提前結束販售,"['原廠保固', '專櫃正品', 'Pi 拍錢包X支付連', '最高P幣 4.5% 回饋(說明)PChomePay支付連 信用卡3\xa0期0 利率每期', '50\xa0元\xa0更多分期PChomePay支付連 現金 (ATM、餘額、銀行支付)7-11取貨付款全家、OK、萊爾富取貨付款銀行或郵局轉帳郵局無摺存款', '全家、OK、萊爾富取貨付款', '60', '元7-11取貨付款', '60', '元7-11取貨', '60', '元']",23,2019-10-09 10:14:40
9,犀牛盾 MFi 蘋果原廠認證 iPhone 充電線 支援iOS升級 快充線 Apple認證 iPad 傳輸線 ARZ,7,21405087384787,$280,99,10626,yuyu_sheng,226943,340,5488,"['犀牛盾 MFi 蘋果原廠認證 iPhone 充電線 支援iOS升級 快充線 Apple認證 iPad 傳輸線 ARZ', 'Pi 拍錢包X支付連', 'PChomePay支付連 信用卡', '', '', 'PChomePay支付連 現金 (ATM、餘額、銀行支付)', '7-11取貨付款', '全家、OK、萊爾富取貨付款', '喜歡這商品嗎?按讚及+1推薦給你的朋友吧！']",物品狀況： 全新,物品所在地： 台灣.高雄市,上架時間： 2014-05-08 20:47:10,0,$280元,可能會提前結束販售,"['Pi 拍錢包X支付連', '最高P幣 4.5% 回饋(說明)PChomePay支付連 信用卡6\xa0期0 利率每期', '47\xa0元\xa0更多分期PChomePay支付連 現金 (ATM、餘額、銀行支付)7-11取貨付款全家、OK、萊爾富取貨付款', '全家、OK、萊爾富取貨付款', '60', '元7-11取貨付款', '60', '元便利帶隔日配一日到貨說明', '70', '元', '活動１日到貨！原價$70↘限量$60宅配/快遞', '100', '元']",1059,2020-01-06 15:16:22
